finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
to do	ignore	HP:0020130	Increased urinary neutrophil gelatinase-associated lipocalin	An increased concentration of neutrophil gelatinase-associated lipocalin in the urine (there is no generally accepted threshold, but some studies choose a threshold of above 150 nanogram per milliliter).				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0020130				 UBERON:0001088										
to do	ignore	HP:0020144	Calcium phosphate crystalluria	The presence of calcium phosphate crystals in the urine.				Yes	combination_phenotype	Ok	HP:0020144				 UBERON:0001088										
to do	ignore	HP:0020145	Calcium oxalate crystalluria	The presence of calcium oxalate crystals in the urine.				Yes	combination_phenotype	Ok	HP:0020145				 UBERON:0001088										
to do	ignore	HP:0020146	Calcium carbonate crystalluria	The presence of calcium carbonate crystals in the urine.				Yes	combination_phenotype	Ok	HP:0020146				 UBERON:0001088										
to do	ignore	HP:0020147	2-Methylbutyryl glycinuria	Increased concentration of 2-methylbutyryl glycine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0020147				 UBERON:0001088										
to do	ignore	HP:0020150	Elevated urinary uromodulin level	The concentration of uromodulin (also known as Tamm Horsfall protein) in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0020150				 UBERON:0001088										
to do	ignore	HP:0020176	Cholesterol crystalluria	The presence of cholesterol crystals in the urine.				Yes	combination_phenotype	Ok	HP:0020176				 UBERON:0001088										
to do	ignore	HP:0025157	Increased urinary sedoheptulose@en	An increased concentration of sedoheptulose in the urine. Sedoheptulose is a monosaccharide with seven carbon atoms and a ketone functional group.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0025157				 UBERON:0001088										
done	ignore	HP:0025376	Hyperglutaminuria@en	An increased concentration of glutamine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0025376				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_28300	glutamine						
to do	ignore	HP:0025466	Beta 2-microglobulinuria@en	Increased level of beta 2-microglobulins in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0025466				 UBERON:0001088										
to do	ignore	HP:0025630	Argininosuccinic aciduria@en	Increased amount of argininosuccinate in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0025630				 UBERON:0001088										
to do	ignore	HP:0025639	Increased urinary zinc level@en	An abnormally elevated amount of zinc in the urine, typically as assessed by a 24 hour urine collection.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0025639				 UBERON:0001088										
to do	ignore	HP:0030156	Bence Jones Proteinuria	The presence of free monoclonal immunoglobulin light chains in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0030156				 UBERON:0001088										
to do	ignore	HP:0031197	Cellular urinary casts	A type of urinary cast composed of cells incorporated in a protein matrix. The cells can be those found in the urinary sediment (erythrocytes, leuklocytes, renal tubular epithelial cells).				Yes	combination_phenotype	Ok	HP:0031197				 UBERON:0001088										
to do	ignore	HP:0031199	Acellular urinary casts	A type of urinary cast composed of a proteinaceous matrix without a substantial number of cells.				Yes	combination_phenotype	Ok	HP:0031199				 UBERON:0001088										
to do	ignore	HP:0031204	Bacterial cell casts	A type of urinary cast that contain bacteria. Bacterial casts can be difficult to identify and can be distinguished from other types of casts using phase contrast microscopy. Bacterial casts are diagnostic of acute pyelonephritis or intrinsic renal infection.				Yes	combination_phenotype	Ok	HP:0031204				 UBERON:0001088										
to do	ignore	HP:0031811	Bilirubinuria	Presence of conjugated bilirubin in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0031811				 UBERON:0001088										
to do	ignore	HP:0031812	Nitrituria	Presence of nitrites in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0031812				 UBERON:0001088										
to do	ignore	HP:0031870	Phosphohydroxylysinuria	An elevated concentration of phosphohydroxylysine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0031870				 UBERON:0001088										
to do	ignore	HP:0031890	Increased urine urobilinogen	An elevated concentration of urobilinogen in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0031890				 UBERON:0001088										
to do	ignore	HP:0031946	Elevated urinary N,N-dimethylglycine level	An increased concentration of N,N-dimethylglycine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0031946				 UBERON:0001088										
to do	ignore	HP:0031979	Abnormal urine carbohydrate level	Any deviation from the normal concentration of a carbohydrate in the urine.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0031979				 UBERON:0001088										
to do	ignore	HP:0031980	Abnormal urine carboxylic acid level	Any deviation from the normal concentration of a carboxylic acid in the urine.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0031980				 UBERON:0001088										
to do	ignore	HP:0031981	Elevated urine glycolate	An increased concentration of glycolate in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0031981				 UBERON:0001088										
to do	ignore	HP:0031991	Increased urinary excretion of galactosyl hydroxylysine	An increased concentration of beta-1-galactosyl-O-hydroxylysine (Gal-Hyl) in the urine. This is a biochemical marker of bone resorption.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0031991				 UBERON:0001088										
to do	ignore	HP:0032278	2-hydroxyglutarate aciduria	The concentration of 2-hydroxyglutaric acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032278				 UBERON:0001088										
to do	ignore	HP:0032302	Kappa Bence Jones proteinuria	The presence of free monoclonal kappa immunoglobulin light chains in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032302				 UBERON:0001088										
to do	ignore	HP:0032303	Lambda Bence Jones proteinuria	The presence of free monoclonal lambda immunoglobulin light chains in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032303				 UBERON:0001088										
to do	ignore	HP:0032329	Increased urinary 11-deoxycortisol level	An abnormally elevated concentration of 11-deoxycortisol in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032329				 UBERON:0001088										
to do	ignore	HP:0032330	Increased urinary 11-deoxycorticosterone level	An abnormally elevated concentration or amount of 11-deoxycorticosterone in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032330				 UBERON:0001088										
to do	ignore	HP:0032331	Increased urinary 11-deoxytetrahydrocorticosterone level	An abnormally elevated concentration or amount of 11-deoxytetrahydrocorticosterone the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032331				 UBERON:0001088										
to do	ignore	HP:0032350	Sulfocysteinuria	A increased concentration of sulfocysteine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032350				 UBERON:0001088										
done	ignore	HP:0032351	Phenylalaninuria	Increased level of phenylalanine in urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032351				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_28044	phenylalanine						
to do	ignore	HP:0032352	Methioninuria	Level of methionine in urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032352				 UBERON:0001088										
to do	ignore	HP:0032353	Leucinuria	Increased level of leucine in urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032353				 UBERON:0001088										
to do	ignore	HP:0032371	Isoleucinuria	An increased concentration of isoleucine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032371				 UBERON:0001088										
to do	ignore	HP:0032377	Increased urinary orosomucoid	An increased concentration in the urine of alpha-1-acid glycoprotein (AGP), also known as orosomucoid (ORM). AGP is a 41-43-kDa glycoprotein with a pI of 2.8-3.8. AGP is an acute-phase protein that has many activities including, but not limited to, acting as an acute-phase reactant and disease marker, modulating immunity, binding and carrying drugs, maintaining the barrier function of capillary, and mediating the sphingolipid metabolism.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032377				 UBERON:0001088										
to do	ignore	HP:0032397	Citrullinuria	An increased concentration of citrulline in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032397				 UBERON:0001088										
to do	ignore	HP:0032401	Aspartic aciduria	A increased concentration of aspartic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032401				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_22660	aspartic acid						
to do	ignore	HP:0032403	Asparaginuria	An increased concentration of asparagine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032403				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_22653	asparagine						
to do	ignore	HP:0032405	Increased urinary phosphoserine level	An increased level of phosphoserine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032405				 UBERON:0001088										
to do	ignore	HP:0032414	Hydroxylysinuria	The presence of an elevated amount of 5-hydroxylysine in the urine. This compound is a hydroxylated derivative of the amino acid lysine that is present in certain collagens.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032414				 UBERON:0001088										
to do	ignore	HP:0032472	Abnormal urine urobilinogen level	An abnormal concentration of urobilinogen in the urine.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0032472				 UBERON:0001088										
to do	ignore	HP:0032473	Decreased urine urobilinogen	An abnormally reduced concentration of urobilinogen in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0032473				 UBERON:0001088										
to do	ignore	HP:0032480	Beta-aminoisobutyric aciduria	An increased amount of beta-aminoisobutyric acid in the urine. Beta-aminoisobutyric acid is a non-protein amino acid originating from the catabolism of thymine and valine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0032480				 UBERON:0001088										
to do	ignore	HP:0032528	Elevated urinary 4-hydroxybutyric acid	An increased amount of 4-hydroxybutyric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032528				 UBERON:0001088										
to do	ignore	HP:0032567	Lipiduria	An increased lipid content in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032567				 UBERON:0001088										
done	ignore	HP:0032572	Abnormal urinary nucleobase concentration	A deviation from the normal level of a nucleobase in the urine. Nucleobases are nitrogen-containing biological compounds that form nucleosides: adenine (A), cytosine (C), guanine (G), thymine (T), and uracil (U).				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0032572				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_18282	nucleobase						
to do	ignore	HP:0032573	Elevated urinary cytidine	Increased levels of urinary cytidine, a pyrimidine nucleoside in which cytosine is attached to ribofuranose via a beta-N1 glycosidic bond.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032573				 UBERON:0001088										
to do	ignore	HP:0032574	Elevated urinary uridine level	Increased levels of urinary uridine, a ribonucleoside composed of a molecule of uracil attached to a ribofuranose moiety via a beta-N1 glycosidic bond.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0032574				 UBERON:0001088										
to do	ignore	HP:0032961	Magnesium ammonium phosphate crystalluria	Magnesium ammonium phosphate crystals in the urine.				Yes	combination_phenotype	Ok	HP:0032961				 UBERON:0001088										
to do	ignore	HP:0032964	Uric acid crystalluria	The presence of uric acid crystals in the urine.				Yes	combination_phenotype	Ok	HP:0032964				 UBERON:0001088										
to do	ignore	HP:0033065	Mild albuminuria	The presence of mildly increased concentrations of albumin in the urine, defined as an albumin-creatinine ratio (ACR) less than 30 mg/gm (less than 3.4 mg/mmol).				Yes	modifier	Ok	HP:0033065				 UBERON:0001088										
to do	ignore	HP:0033066	Severe albuminuria	The presence of severely increased concentrations of albumin in the urine, defined as an albumin-creatinine ratio greater than 300 mg/gm (greater than 34 mg/mmol).				Yes	modifier	Ok	HP:0033066				 UBERON:0001088										
to do	ignore	HP:0033067	Cystine crystalluria					Yes	combination_phenotype	Ok	HP:0033067				 UBERON:0001088										
to do	ignore	HP:0033068	Medication crystalluria	A variety of drugs may occasionally cause transient crystalluria, in isolation or in conjunction with other urinary abnormalities. Overdose, dehydration, or hypoalbuminaemia, which increases the unbound drug which is ultrafiltrated by the glomerulus, are the factors usally favoring the precipitation of crystals within the tubular lumina. In some cases, medication-induced crystalluria has a distinct phenotypic appearance. For instance, Sulphadiazine crystals appear as strongly birefringent 'shocks of wheat' or 'shells' with an amber color. Acyclovir crystals are birefringent and needle-shaped, and when present in abundance give to urine a silky and opalescent macroscopic appearance.				Yes	combination_phenotype	Ok	HP:0033068				 UBERON:0001088										
to do	ignore	HP:0033088	Valinuria	Urine valine level above the normal range.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033088				 UBERON:0001088										
to do	ignore	HP:0033089	Branched-chain aminoaciduria	An increased level of a branched chain family amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033089				 UBERON:0001088										
to do	ignore	HP:0033090	Increased aromatic amino acid level in urine	An elevated level of an aromatic amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033090				 UBERON:0001088										
done	ignore	HP:0033091	Tyrosinuria	An abnormally increased level of tyrosine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033091				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_18186	tyrosine						
to do	ignore	HP:0033092	Increased urine succinate level	The concentration of succinate in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033092				 UBERON:0001088										
to do	ignore	HP:0033093	Increased glutamine family amino acid level in urine	An elevated level of an glutamine family amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033093				 UBERON:0001088										
to do	ignore	HP:0033094	Increased urine glutamate level	An increased concentration of glutamate in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033094				 UBERON:0001088										
to do	ignore	HP:0033095	Increased sulfur amino acid level in urine	An elevated level of a sulfur-containing amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033095				 UBERON:0001088										
to do	ignore	HP:0033096	Increased aspartate family amino acid level in urine	An elevated level of an aspartate family amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033096				 UBERON:0001088										
to do	ignore	HP:0033097	Increased urine proteinogenic amino acid derivative level	An elevated urine level of a compound that is derived from an amino acid.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033097				 UBERON:0001088										
to do	ignore	HP:0033098	Increased urinary non-proteinogenic amino acid level	An increased level in the urine of an alpha-amino acid which is not a member of the group of 23 proteinogenic amino acids.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033098				 UBERON:0001088										
to do	ignore	HP:0033099	Increased serine family amino acid in urine	An increased level of a serine family amino acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033099				 UBERON:0001088										
done	ignore	HP:0033100	Increased proteinogenic amino acid level in urine	An elevated level of a proteinogenic amino acid in the urine. These are the 23 alpha-amino acids that are precursors to proteins, and are incorporated into proteins during translation. The group includes the 20 amino acids encoded by the nuclear genes of eukaryotes together with selenocysteine, pyrrolysine, and N-formylmethionine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033100				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_83813	proteinogenic amino acid						
to do	ignore	HP:0033101	Elevated urine aconitic acid level	An abnormally increased level of aconitic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033101				 UBERON:0001088										
to do	ignore	HP:0033111	3-hydroxyisovaleric aciduria	Concentration of 3-hydroxyisovaleric acid in the urine above the normal range.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033111				 UBERON:0001088										
to do	ignore	HP:0033156	Elevated urine L-alloisoleucine level	Abnormally increased level of L-alloisoleucine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033156				 UBERON:0001088										
to do	ignore	HP:0033159	Reduced urinary inosine level	The amount of inosine in the urine, normalized for urine concentration, is below the lower limit of normal. Inosine is a purine nucleoside in which hypoxanthine is attached to ribofuranose via a beta-N(9)-glycosidic bond.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0033159				 UBERON:0001088										
to do	ignore	HP:0033160	Decreased urinary guanosine level	The amount of guanosine in the urine, normalized for urine concentration, is below the lower limit of normal. Guanosine is a purine nucleoside in which guanine is attached to ribofuranose via a beta-N(9)-glycosidic bond.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0033160				 UBERON:0001088										
to do	ignore	HP:0033161	Abnormal urinary purine level	Any deviation from the normal amount of a purine compound in the urine. Purines are aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring. Two of the four deoxyribonucleotides (deoxyadenosine and deoxyguanosine) and two of the four ribonucleotides (adenosine, or AMP, and guanosine, or GMP) are purines.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0033161				 UBERON:0001088										
to do	ignore	HP:0033162	Abnormal urinary pyrimidine level	Any deviation from the normal amount of a pyrimidine compound in the urine. Pyrimidines and pyrimidine derivatives are compounds containing a pyrimidne ring, which is a six-member aromatic heterocycle which consists of two nitrogen atoms (at positions 1 and 3) and four carbon atoms. The nucleotides cytosine, thymine and uracil are pyrimidines.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0033162				 UBERON:0001088										
to do	ignore	HP:0033187	Hyperimidodipeptiduria	Elevated levels of proline-containing dipeptides in urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033187				 UBERON:0001088										
to do	ignore	HP:0033213	Elevated urine suberic acid level	The concentration of suberic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033213				 UBERON:0001088										
to do	ignore	HP:0033384	Elevated urinary collagen degradation products	Increased level in the urine of a metabolite that results from collagen degradation, e.g., a fragment of a collagen produced by a collagenase or serine protease.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033384				 UBERON:0001088										
to do	ignore	HP:0033407	Elevated urine acetoacetic acid level	Elevated amount of acetoacetic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033407				 UBERON:0001088										
to do	ignore	HP:0033409	Elevated urinary 2-hydroxybutyric acid	An increased amount of 2-hydroxybutyric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033409				 UBERON:0001088										
to do	ignore	HP:0033456	Elevated urine keto acid level	Increased amount of a keta acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033456				 UBERON:0001088										
to do	ignore	HP:0033457	Elevated urine 3-methyl-2-oxovaleric acid level	Increased amount of 3-methyl-2-oxovaleric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033457				 UBERON:0001088										
to do	ignore	HP:0033458	Elevated urine 4-methyl-2-oxopentanoic acid level	Increased amount of 4-methyl-2-oxopentanoic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033458				 UBERON:0001088										
to do	ignore	HP:0033594	Elevated urinary 7-biopterin level	An abnormally increased amount of 7-biopterin in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033594				 UBERON:0001088										
to do	ignore	HP:0033627	Increased urine harderoporphyrin level	Concentration of harderoporphyrin in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0033627				 UBERON:0001088										
to do	ignore	HP:0033704	Elevated urinary homogentisic acid	An increased amount of homogentisic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033704				 UBERON:0001088										
to do	ignore	HP:0033984	Increased urinary 8-oxo-7,8-dihydroguanosine level	An elevated amount of 8-oxo-7,8-dihydroguanosine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0033984				 UBERON:0001088										
to do	ignore	HP:0034006	Decreased urinary lysyl-pyridinoline-hydroxylysyl-pyridinoline ratio	A decreased amount of the urinary cross-links lysyl-pyridinoline (LP, or deoxypyridinoline DPD) as compared to hydroxylysyl-pyridinoline (HP, or pyridinoline PYD). Both are established biochemical markers of osteoclastic bone resorption and collagen degradation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034006				 UBERON:0001088										
to do	ignore	HP:0034027	Abnormal urinary non-proteinogenic amino acid level	Any deviation from the normal amount in the urine of an alpha-amino acid which is not a member of the group of 23 proteinogenic amino acids.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0034027				 UBERON:0001088										
to do	ignore	HP:0034028	Saccharopinuria	Presence of saccharopine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034028				 UBERON:0001088										
to do	ignore	HP:0034049	Elevated urinary prostaglandin E2 level	An increased amount of prostaglandin E2 in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034049				 UBERON:0001088										
to do	ignore	HP:0034050	Elevated urinary prostaglandin E2 metabolite level	An increased amount of prostaglandin E2 metabolite (PGE-M) in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation		HP:0034050				 UBERON:0001088										
to do	ignore	HP:0034279	2,8-dihydroxyadenine crystalluria	The presence of 2,8-dihydroxyadenine crystals in the urine. The crystals appear as round, yellow-brown crystals.				Yes	combination_phenotype	Ok	HP:0034279				 UBERON:0001088										
to do	ignore	HP:0034455	Increased CSF taurine concentration	Increased concentration of taurine in the cerebrospinal fluid (CSF).				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034455				UBERON:0001359			http://purl.obolibrary.org/obo/CHEBI_15891	taurine						
to do	ignore	HP:0034457	Hawkinsinuria	The concentration of hawkinsin in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034457				 UBERON:0001088										
to do	ignore	HP:0034464	Homocitrullinuria	An increased amount of L-homocitrulline in the urine. L-homocitrulline is an L-lysine derivative that is L-lysine having a carbamoyl group at the N(6)-position. It is found in individuals with urea cycle disorders.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034464				 UBERON:0001088										
to do	ignore	HP:0034465	2-hydroxyadipic aciduria	The concentration of 2-hydroxyadipic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034465				 UBERON:0001088										
to do	ignore	HP:0034466	Homoargininuria	An increased amount of homoarginine in the urine. Homoarginine is a nonproteinogenic alpha amino acid.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034466				 UBERON:0001088										
to do	ignore	HP:0034467	Increased urinary cysteine level	An increased concentration of cysteine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034467				 UBERON:0001088										
to do	ignore	HP:0034497	Increased urinary hexanoic acid level	The concentration of hexanoic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034497				 UBERON:0001088										
to do	ignore	HP:0034565	Elevated urinary 5-amino-4-imidazolecarboxamide-riboside level	Increased amount of 5-amino-4-imidazolecarboxamide(AICA)-riboside in the urine. AICA-riboside is the dephosphorylated counterpart of AICAR, an intermediate of de novo purine biosynthesis.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034565				 UBERON:0001088										
to do	ignore	HP:0034586	Glutathionuria	Level of glutathione in the urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034586				 UBERON:0001088										
to do	ignore	HP:0034598	Elevated urinary creatine level	An increased amount of creatine in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034598				 UBERON:0001088										
to do	ignore	HP:0034612	Elevated urine arabitol level	Amount of arabitol in the urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034612				 UBERON:0001088										
to do	ignore	HP:0034613	Elevated urine erythritol level	Amount of erythritol in the urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034613				 UBERON:0001088										
to do	ignore	HP:0034648	Elevated urine fumaric acid level	The concentration of fumaric acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034648				 UBERON:0001088										
to do	ignore	HP:0034649	Elevated urine N-acetylaspartic acid level	The amount of N-acetylaspartate in the urine, when corrected for urine concentration, is above upper limit of normal. This feature can be measured using gas chromatography-mass spectrometry.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034649				 UBERON:0001088										
to do	ignore	HP:0034650	Elevated urine suberylglycine level	Level of suberylglycine in urine above upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034650				 UBERON:0001088										
to do	ignore	HP:0034651	Elevated urine phenylpropionylglycine level	Level of phenylpropionylglycine in urine above upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034651				 UBERON:0001088										
to do	ignore	HP:0034652	Elevated urine octenedioic acid level	The concentration of octenedioic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034652				 UBERON:0001088										
to do	ignore	HP:0034654	Elevated urine octanoic acid level	Amount of octanoic acid in the urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034654				 UBERON:0001088										
to do	ignore	HP:0034655	Elevated urine glutaconic acid level	The concentration of glutaconic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034655				 UBERON:0001088										
to do	ignore	HP:0034656	Elevated urine 3-hydroxyglutaric level	The concentration of 3-hydroxyglutaric acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034656				 UBERON:0001088										
to do	ignore	HP:0034657	Elevated urine malonic acid level	The concentration of malonic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034657				 UBERON:0001088										
